Timestamp,"Date and time","Phase 1 Forward active Energy kWh","Phase 1 Reverse active Energy kWh","Phase 1 Forward reactive Energy kvarh","Phase 1 Reverse reactive Energy kvarh","Phase 2 Forward active Energy kWh","Phase 2 Reverse active Energy kWh","Phase 2 Forward reactive Energy kvarh","Phase 2 Reverse reactive Energy kvarh","Phase 3 Forward active Energy kWh","Phase 3 Reverse active Energy kWh","Phase 3 Forward reactive Energy kvarh","Phase 3 Reverse reactive Energy kvarh","Forward active Energy kWh - Vector balance","Reverse active Energy kWh - Vector balance"
1666439197,"2022-10-22 13:46:37",0.0000,0.0002,0.0000,0.0000,0.0000,0.0002,0.0000,0.0000,0.0000,0.0003,0.0000,0.0000,0.0000,0.0007
1666439798,"2022-10-22 13:56:38",0.0000,0.0002,0.0000,0.0000,0.0000,0.0003,0.0000,0.0000,0.0000,0.0004,0.0000,0.0000,0.0000,0.0009
1666440397,"2022-10-22 14:06:37",0.0000,0.0003,0.0001,0.0000,0.0000,0.0003,0.0000,0.0000,0.0000,0.0004,0.0001,0.0000,0.0000,0.0010
1666440997,"2022-10-22 14:16:37",0.0000,0.0003,0.0001,0.0000,0.0000,0.0004,0.0000,0.0000,0.0000,0.0005,0.0001,0.0000,0.0000,0.0012
1666441597,"2022-10-22 14:26:37",0.0000,0.0004,0.0001,0.0000,0.0000,0.0005,0.0001,0.0000,0.0000,0.0006,0.0001,0.0000,0.0000,0.0014
1666632997,"2022-10-24 19:36:37",0.0000,0.0004,0.0001,0.0000,0.0000,0.0005,0.0001,0.0000,0.0000,0.0006,0.0001,0.0000,0.0000,0.0015
1666633597,"2022-10-24 19:46:37",0.0000,0.0005,0.0001,0.0000,0.0000,0.0006,0.0001,0.0000,0.0000,0.0006,0.0001,0.0000,0.0000,0.0016
1666634198,"2022-10-24 19:56:38",0.0000,0.0005,0.0001,0.0000,0.0000,0.0006,0.0001,0.0000,0.0000,0.0007,0.0001,0.0000,0.0000,0.0018
1666634797,"2022-10-24 20:06:37",0.0000,0.0007,0.0039,0.0000,0.0000,0.0007,0.0031,0.0000,0.0000,0.0007,0.0031,0.0000,0.0000,0.0021
1666635397,"2022-10-24 20:16:37",0.0000,0.0071,0.0350,0.0000,0.0000,0.0007,0.0282,0.0000,0.0001,0.0007,0.0279,0.0000,0.0000,0.0084
1666635997,"2022-10-24 20:26:37",0.0000,0.0082,0.0658,0.0000,0.0000,0.0007,0.0532,0.0000,0.0003,0.0007,0.0527,0.0000,0.0000,0.0093
1666636597,"2022-10-24 20:36:37",0.0000,0.0678,0.0968,0.0000,0.0000,0.0452,0.0762,0.0000,0.0003,0.0516,0.0721,0.0000,0.0000,0.1642
1666637197,"2022-10-24 20:46:37",0.0000,0.1808,0.1263,0.0000,0.0000,0.1386,0.0977,0.0000,0.0003,0.1584,0.0869,0.0000,0.0000,0.4774
1666637797,"2022-10-24 20:56:37",0.0000,0.2847,0.1540,0.0000,0.0000,0.2238,0.1172,0.0000,0.0003,0.2561,0.1023,0.0000,0.0000,0.7642
1666638398,"2022-10-24 21:06:38",0.0000,0.4147,0.1845,0.0000,0.0000,0.3348,0.1393,0.0000,0.0003,0.3792,0.1207,0.0000,0.0000,1.1284
1666638997,"2022-10-24 21:16:37",0.0000,0.5283,0.2124,0.0000,0.0000,0.4327,0.1599,0.0000,0.0003,0.4864,0.1393,0.0000,0.0000,1.4471
1666639597,"2022-10-24 21:26:37",0.0000,0.6075,0.2408,0.0000,0.0000,0.4952,0.1821,0.0000,0.0003,0.5524,0.1595,0.0000,0.0000,1.6547
1666640197,"2022-10-24 21:36:37",0.0000,0.6751,0.2702,0.0000,0.0000,0.5461,0.2049,0.0000,0.0003,0.6065,0.1799,0.0000,0.0000,1.8273
1666640797,"2022-10-24 21:46:37",0.0000,0.6992,0.3030,0.0000,0.0000,0.5595,0.2293,0.0000,0.0004,0.6228,0.2030,0.0000,0.0000,1.8812
1666641397,"2022-10-24 21:56:37",0.0000,0.7069,0.3376,0.0000,0.0000,0.5596,0.2543,0.0000,0.0005,0.6228,0.2279,0.0000,0.0000,1.8888
1666641997,"2022-10-24 22:06:37",0.0000,0.7145,0.3721,0.0000,0.0000,0.5596,0.2792,0.0000,0.0006,0.6228,0.2527,0.0000,0.0000,1.8963
1666642598,"2022-10-24 22:16:38",0.0000,0.7221,0.4066,0.0000,0.0000,0.5596,0.3042,0.0000,0.0007,0.6228,0.2774,0.0000,0.0000,1.9038
1666643197,"2022-10-24 22:26:37",0.0000,0.7298,0.4411,0.0000,0.0000,0.5596,0.3294,0.0000,0.0008,0.6228,0.3022,0.0000,0.0000,1.9114
1666643797,"2022-10-24 22:36:37",0.0000,0.7373,0.4754,0.0000,0.0000,0.5596,0.3546,0.0000,0.0010,0.6228,0.3273,0.0000,0.0000,1.9188
1666644397,"2022-10-24 22:46:37",0.0000,0.7449,0.5096,0.0000,0.0000,0.5596,0.3797,0.0000,0.0011,0.6228,0.3524,0.0000,0.0000,1.9263
1666644998,"2022-10-24 22:56:38",0.0000,0.7525,0.5440,0.0000,0.0000,0.5596,0.4049,0.0000,0.0012,0.6228,0.3774,0.0000,0.0000,1.9338
1666645597,"2022-10-24 23:06:37",0.0000,0.7648,0.5749,0.0000,0.0000,0.5668,0.4298,0.0000,0.0013,0.6322,0.4013,0.0000,0.0000,1.9626
1666646197,"2022-10-24 23:16:37",0.0000,0.7659,0.6053,0.0000,0.0000,0.5668,0.4550,0.0000,0.0014,0.6322,0.4265,0.0000,0.0000,1.9636
1666646797,"2022-10-24 23:26:37",0.0000,0.7670,0.6356,0.0000,0.0000,0.5669,0.4803,0.0000,0.0015,0.6322,0.4518,0.0000,0.0000,1.9646
1666647397,"2022-10-24 23:36:37",0.0000,0.7681,0.6662,0.0000,0.0000,0.5669,0.5056,0.0000,0.0017,0.6322,0.4770,0.0000,0.0000,1.9655
1666647997,"2022-10-24 23:46:37",0.0000,0.7692,0.6970,0.0000,0.0000,0.5669,0.5310,0.0000,0.0018,0.6322,0.5022,0.0000,0.0000,1.9664
1666648597,"2022-10-24 23:56:37",0.0000,0.7703,0.7280,0.0000,0.0000,0.5669,0.5565,0.0000,0.0020,0.6322,0.5276,0.0000,0.0000,1.9674
1666649198,"2022-10-25 00:06:38",0.0000,0.7714,0.7591,0.0000,0.0000,0.5669,0.5819,0.0000,0.0021,0.6322,0.5530,0.0000,0.0000,1.9684
1666649797,"2022-10-25 00:16:37",0.0000,0.7725,0.7902,0.0000,0.0000,0.5669,0.6072,0.0000,0.0023,0.6322,0.5782,0.0000,0.0000,1.9693
1666650397,"2022-10-25 00:26:37",0.0000,0.7736,0.8214,0.0000,0.0000,0.5669,0.6326,0.0000,0.0024,0.6322,0.6033,0.0000,0.0000,1.9703
1666650997,"2022-10-25 00:36:37",0.0000,0.7747,0.8525,0.0000,0.0000,0.5669,0.6579,0.0000,0.0026,0.6322,0.6285,0.0000,0.0001,1.9713
1666651598,"2022-10-25 00:46:38",0.0000,0.7758,0.8837,0.0000,0.0000,0.5669,0.6834,0.0000,0.0027,0.6322,0.6539,0.0000,0.0001,1.9722
1666652197,"2022-10-25 00:56:37",0.0000,0.7768,0.9149,0.0000,0.0000,0.5669,0.7088,0.0000,0.0028,0.6322,0.6794,0.0000,0.0001,1.9732
1666652797,"2022-10-25 01:06:37",0.0000,0.7779,0.9462,0.0000,0.0000,0.5669,0.7343,0.0000,0.0030,0.6322,0.7047,0.0000,0.0001,1.9742
1666653397,"2022-10-25 01:16:37",0.0000,0.7790,0.9776,0.0000,0.0000,0.5669,0.7598,0.0000,0.0031,0.6322,0.7301,0.0000,0.0001,1.9751
1666653998,"2022-10-25 01:26:38",0.0000,0.7801,1.0090,0.0000,0.0000,0.5669,0.7853,0.0000,0.0033,0.6322,0.7554,0.0000,0.0001,1.9761
1666654597,"2022-10-25 01:36:37",0.0000,0.7813,1.0406,0.0000,0.0000,0.5669,0.8110,0.0000,0.0035,0.6322,0.7807,0.0000,0.0001,1.9770
1666655197,"2022-10-25 01:46:37",0.0000,0.7823,1.0722,0.0000,0.0000,0.5669,0.8367,0.0000,0.0036,0.6322,0.8063,0.0000,0.0001,1.9780
1666655797,"2022-10-25 01:56:37",0.0000,0.7834,1.1037,0.0000,0.0000,0.5669,0.8623,0.0000,0.0037,0.6322,0.8319,0.0000,0.0001,1.9789
1666656397,"2022-10-25 02:06:37",0.0000,0.7845,1.1348,0.0000,0.0000,0.5669,0.8876,0.0000,0.0039,0.6322,0.8571,0.0000,0.0001,1.9799
1666656997,"2022-10-25 02:16:37",0.0000,0.7856,1.1659,0.0000,0.0000,0.5669,0.9127,0.0000,0.0040,0.6322,0.8821,0.0000,0.0002,1.9809
1666657597,"2022-10-25 02:26:37",0.0000,0.7867,1.1967,0.0000,0.0000,0.5669,0.9378,0.0000,0.0042,0.6322,0.9071,0.0000,0.0002,1.9818
1666658198,"2022-10-25 02:36:38",0.0000,0.7878,1.2277,0.0000,0.0000,0.5669,0.9630,0.0000,0.0043,0.6322,0.9321,0.0000,0.0002,1.9828
1666658797,"2022-10-25 02:46:37",0.0000,0.7889,1.2586,0.0000,0.0000,0.5669,0.9881,0.0000,0.0045,0.6322,0.9572,0.0000,0.0002,1.9838
1666659397,"2022-10-25 02:56:37",0.0000,0.7900,1.2895,0.0000,0.0000,0.5669,1.0132,0.0000,0.0046,0.6322,0.9822,0.0000,0.0002,1.9847
1666659997,"2022-10-25 03:06:37",0.0000,0.7911,1.3205,0.0000,0.0000,0.5669,1.0383,0.0000,0.0048,0.6322,1.0072,0.0000,0.0002,1.9857
1666660597,"2022-10-25 03:16:37",0.0000,0.7922,1.3515,0.0000,0.0000,0.5669,1.0634,0.0000,0.0049,0.6322,1.0321,0.0000,0.0003,1.9867
1666661197,"2022-10-25 03:26:37",0.0000,0.7933,1.3826,0.0000,0.0000,0.5669,1.0885,0.0000,0.0051,0.6322,1.0570,0.0000,0.0003,1.9876
1666661797,"2022-10-25 03:36:37",0.0000,0.7944,1.4135,0.0000,0.0000,0.5669,1.1135,0.0000,0.0052,0.6322,1.0820,0.0000,0.0003,1.9886
1666662398,"2022-10-25 03:46:38",0.0000,0.7955,1.4445,0.0000,0.0000,0.5669,1.1386,0.0000,0.0054,0.6322,1.1070,0.0000,0.0003,1.9895
1666662997,"2022-10-25 03:56:37",0.0000,0.7966,1.4754,0.0000,0.0000,0.5669,1.1637,0.0000,0.0055,0.6322,1.1320,0.0000,0.0003,1.9905
1666663597,"2022-10-25 04:06:37",0.0000,0.7977,1.5065,0.0000,0.0000,0.5669,1.1889,0.0000,0.0057,0.6322,1.1571,0.0000,0.0004,1.9915
1666664197,"2022-10-25 04:16:37",0.0000,0.7988,1.5375,0.0000,0.0000,0.5669,1.2141,0.0000,0.0058,0.6322,1.1822,0.0000,0.0004,1.9924
1666664798,"2022-10-25 04:26:38",0.0000,0.7999,1.5686,0.0000,0.0000,0.5669,1.2392,0.0000,0.0060,0.6322,1.2073,0.0000,0.0004,1.9934
1666665397,"2022-10-25 04:36:37",0.0000,0.8010,1.5997,0.0000,0.0000,0.5669,1.2643,0.0000,0.0061,0.6322,1.2322,0.0000,0.0004,1.9943
1666665997,"2022-10-25 04:46:37",0.0000,0.8021,1.6308,0.0000,0.0000,0.5669,1.2894,0.0000,0.0063,0.6322,1.2572,0.0000,0.0004,1.9953
1666666597,"2022-10-25 04:56:37",0.0000,0.8032,1.6618,0.0000,0.0000,0.5669,1.3145,0.0000,0.0064,0.6322,1.2822,0.0000,0.0005,1.9963
1666667197,"2022-10-25 05:06:37",0.0000,0.8043,1.6927,0.0000,0.0001,0.5669,1.3395,0.0000,0.0066,0.6322,1.3072,0.0000,0.0005,1.9972
1666667797,"2022-10-25 05:16:37",0.0000,0.8054,1.7234,0.0000,0.0001,0.5669,1.3645,0.0000,0.0067,0.6322,1.3321,0.0000,0.0005,1.9982
1666668397,"2022-10-25 05:26:37",0.0000,0.8065,1.7542,0.0000,0.0001,0.5669,1.3894,0.0000,0.0069,0.6322,1.3569,0.0000,0.0005,1.9991
1666668998,"2022-10-25 05:36:38",0.0000,0.8080,1.7848,0.0000,0.0001,0.5669,1.4142,0.0000,0.0070,0.6322,1.3814,0.0000,0.0005,2.0006
1666669597,"2022-10-25 05:46:37",0.0000,0.8094,1.8153,0.0000,0.0001,0.5669,1.4388,0.0000,0.0072,0.6322,1.4060,0.0000,0.0005,2.0018
1666670197,"2022-10-25 05:56:37",0.0000,0.8135,1.8462,0.0000,0.0001,0.5669,1.4632,0.0000,0.0073,0.6322,1.4305,0.0000,0.0005,2.0058
1666670797,"2022-10-25 06:06:37",0.0000,0.9035,1.8774,0.0000,0.0001,0.6370,1.4846,0.0000,0.0073,0.7146,1.4467,0.0000,0.0005,2.2482
1666671398,"2022-10-25 06:16:38",0.0000,1.0213,1.9083,0.0000,0.0001,0.7345,1.5045,0.0000,0.0073,0.8285,1.4617,0.0000,0.0005,2.5775
1666671997,"2022-10-25 06:26:37",0.0000,1.1458,1.9375,0.0000,0.0001,0.8401,1.5245,0.0000,0.0073,0.9483,1.4770,0.0000,0.0005,2.9273
1666672597,"2022-10-25 06:36:37",0.0000,1.2522,1.9676,0.0000,0.0001,0.9253,1.5452,0.0000,0.0073,1.0459,1.4917,0.0000,0.0005,3.2166
1666673197,"2022-10-25 06:46:37",0.0000,1.3305,1.9982,0.0000,0.0001,0.9841,1.5670,0.0000,0.0073,1.1123,1.5090,0.0000,0.0005,3.4200
1666673798,"2022-10-25 06:56:38",0.0000,1.3856,2.0293,0.0000,0.0001,1.0224,1.5896,0.0000,0.0073,1.1578,1.5276,0.0000,0.0005,3.5589
1666674397,"2022-10-25 07:06:37",0.0000,1.3933,2.0634,0.0000,0.0001,1.0224,1.6139,0.0000,0.0074,1.1578,1.5519,0.0000,0.0005,3.5666
1666674997,"2022-10-25 07:16:37",0.0000,1.4010,2.0977,0.0000,0.0001,1.0224,1.6385,0.0000,0.0075,1.1578,1.5764,0.0000,0.0005,3.5741
1666675598,"2022-10-25 07:26:38",0.0000,1.4087,2.1322,0.0000,0.0001,1.0224,1.6630,0.0000,0.0076,1.1578,1.6010,0.0000,0.0005,3.5817
1666676197,"2022-10-25 07:36:37",0.0000,1.4162,2.1668,0.0000,0.0001,1.0224,1.6878,0.0000,0.0077,1.1578,1.6258,0.0000,0.0005,3.5891
1666676797,"2022-10-25 07:46:37",0.0000,1.4237,2.2012,0.0000,0.0001,1.0224,1.7126,0.0000,0.0079,1.1578,1.6505,0.0000,0.0005,3.5965
1666677397,"2022-10-25 07:56:37",0.0000,1.4312,2.2358,0.0000,0.0001,1.0224,1.7375,0.0000,0.0080,1.1578,1.6751,0.0000,0.0005,3.6039
1666677998,"2022-10-25 08:06:38",0.0000,1.4388,2.2706,0.0000,0.0001,1.0224,1.7624,0.0000,0.0081,1.1578,1.6998,0.0000,0.0005,3.6113
1666678597,"2022-10-25 08:16:37",0.0000,1.4531,2.3048,0.0000,0.0001,1.0285,1.7870,0.0000,0.0082,1.1644,1.7239,0.0000,0.0005,3.6382
1666679197,"2022-10-25 08:26:37",0.0000,1.5741,2.3335,0.0000,0.0001,1.1310,1.8084,0.0000,0.0082,1.2786,1.7392,0.0000,0.0005,3.9759
1666679798,"2022-10-25 08:36:38",0.0000,1.6927,2.3634,0.0000,0.0001,1.2282,1.8297,0.0000,0.0082,1.3866,1.7552,0.0000,0.0005,4.2998
1666680397,"2022-10-25 08:46:37",0.0000,1.7939,2.3949,0.0000,0.0001,1.3066,1.8513,0.0000,0.0082,1.4749,1.7720,0.0000,0.0005,4.5677
1666680997,"2022-10-25 08:56:37",0.0000,1.8658,2.4268,0.0000,0.0001,1.3575,1.8736,0.0000,0.0082,1.5321,1.7908,0.0000,0.0005,4.7477
1666681597,"2022-10-25 09:06:37",0.0000,1.8776,2.4624,0.0000,0.0001,1.3576,1.8985,0.0000,0.0082,1.5333,1.8153,0.0000,0.0005,4.7606
1666682198,"2022-10-25 09:16:38",0.0000,1.8888,2.4985,0.0000,0.0001,1.3576,1.9235,0.0000,0.0083,1.5333,1.8401,0.0000,0.0005,4.7718
1666682797,"2022-10-25 09:26:37",0.0000,1.9001,2.5346,0.0000,0.0001,1.3576,1.9485,0.0000,0.0084,1.5333,1.8648,0.0000,0.0005,4.7829
1666683397,"2022-10-25 09:36:37",0.0000,1.9114,2.5708,0.0000,0.0001,1.3576,1.9735,0.0000,0.0086,1.5333,1.8896,0.0000,0.0005,4.7941
1666683998,"2022-10-25 09:46:38",0.0000,1.9227,2.6073,0.0000,0.0001,1.3576,1.9988,0.0000,0.0087,1.5333,1.9146,0.0000,0.0005,4.8053
1666684597,"2022-10-25 09:56:37",0.0000,1.9340,2.6439,0.0000,0.0001,1.3576,2.0243,0.0000,0.0088,1.5333,1.9398,0.0000,0.0005,4.8166
1666685197,"2022-10-25 10:06:37",0.0000,1.9455,2.6806,0.0000,0.0001,1.3576,2.0498,0.0000,0.0089,1.5333,1.9651,0.0000,0.0005,4.8279
1666685797,"2022-10-25 10:16:37",0.0000,1.9568,2.7174,0.0000,0.0001,1.3576,2.0754,0.0000,0.0090,1.5333,1.9905,0.0000,0.0005,4.8392
1666686397,"2022-10-25 10:26:37",0.0000,1.9581,2.7489,0.0000,0.0001,1.3576,2.1011,0.0000,0.0092,1.5333,2.0159,0.0000,0.0005,4.8403
1666686997,"2022-10-25 10:36:37",0.0000,0.0005,0.0118,0.0000,0.0000,0.0000,0.0096,0.0000,0.0001,0.0000,0.0095,0.0000,0.0000,0.0004
1666687597,"2022-10-25 10:46:37",0.0000,0.0332,0.0445,0.0000,0.0000,0.0204,0.0338,0.0000,0.0001,0.0225,0.0328,0.0000,0.0000,0.0759
1666688197,"2022-10-25 10:56:37",0.0000,0.1407,0.0757,0.0000,0.0000,0.1078,0.0552,0.0000,0.0001,0.1198,0.0506,0.0000,0.0000,0.3682
1666688797,"2022-10-25 11:06:37",0.0000,0.1810,0.1073,0.0000,0.0000,0.1374,0.0789,0.0000,0.0002,0.1546,0.0730,0.0000,0.0000,0.4729
1666689397,"2022-10-25 11:16:37",0.0000,0.1823,0.1388,0.0000,0.0000,0.1374,0.1044,0.0000,0.0003,0.1546,0.0983,0.0000,0.0000,0.4740
1666689997,"2022-10-25 11:26:37",0.0000,0.1836,0.1701,0.0000,0.0000,0.1374,0.1298,0.0000,0.0004,0.1546,0.1234,0.0000,0.0000,0.4751
1666690598,"2022-10-25 11:36:38",0.0000,0.1848,0.2014,0.0000,0.0000,0.1374,0.1551,0.0000,0.0006,0.1546,0.1484,0.0000,0.0000,0.4763
1666691197,"2022-10-25 11:46:37",0.0000,0.1861,0.2323,0.0000,0.0000,0.1374,0.1803,0.0000,0.0007,0.1546,0.1734,0.0000,0.0000,0.4774
1666691797,"2022-10-25 11:56:37",0.0000,0.1873,0.2627,0.0000,0.0000,0.1375,0.2054,0.0000,0.0008,0.1546,0.1983,0.0000,0.0000,0.4785
1666692397,"2022-10-25 12:06:37",0.0000,0.1894,0.2933,0.0000,0.0000,0.1375,0.2303,0.0000,0.0010,0.1546,0.2230,0.0000,0.0000,0.4805
1666692997,"2022-10-25 12:16:37",0.0000,0.2778,0.3259,0.0000,0.0000,0.2048,0.2524,0.0000,0.0010,0.2301,0.2425,0.0000,0.0000,0.7117
1666693597,"2022-10-25 12:26:37",0.0000,0.3672,0.3579,0.0000,0.0000,0.2726,0.2740,0.0000,0.0010,0.3064,0.2607,0.0000,0.0000,0.9452
1666694197,"2022-10-25 12:36:37",0.0000,0.4400,0.3905,0.0000,0.0000,0.3243,0.2959,0.0000,0.0010,0.3649,0.2795,0.0000,0.0000,1.1282
1666694798,"2022-10-25 12:46:38",0.0000,0.5093,0.4222,0.0000,0.0000,0.3750,0.3185,0.0000,0.0010,0.4197,0.2996,0.0000,0.0000,1.3030
1666695397,"2022-10-25 12:56:37",0.0000,0.5287,0.4565,0.0000,0.0000,0.3817,0.3429,0.0000,0.0010,0.4286,0.3230,0.0000,0.0000,1.3379
1666695997,"2022-10-25 13:06:37",0.0000,0.5401,0.4926,0.0000,0.0000,0.3817,0.3680,0.0000,0.0011,0.4286,0.3479,0.0000,0.0000,1.3492
1666696597,"2022-10-25 13:16:37",0.0000,0.5515,0.5286,0.0000,0.0000,0.3817,0.3931,0.0000,0.0012,0.4286,0.3724,0.0000,0.0000,1.3606
1666697197,"2022-10-25 13:26:37",0.0000,0.5630,0.5645,0.0000,0.0000,0.3818,0.4181,0.0000,0.0014,0.4286,0.3967,0.0000,0.0000,1.3719
1666697797,"2022-10-25 13:36:37",0.0000,0.5744,0.6007,0.0000,0.0000,0.3818,0.4434,0.0000,0.0015,0.4286,0.4214,0.0000,0.0000,1.3833
1666698397,"2022-10-25 13:46:37",0.0000,0.5858,0.6373,0.0000,0.0000,0.3818,0.4688,0.0000,0.0016,0.4286,0.4464,0.0000,0.0000,1.3946
1666698998,"2022-10-25 13:56:38",0.0000,0.5973,0.6744,0.0000,0.0000,0.3818,0.4945,0.0000,0.0017,0.4286,0.4717,0.0000,0.0000,1.4059
1666699597,"2022-10-25 14:06:37",0.0000,0.6087,0.7114,0.0000,0.0000,0.3818,0.5202,0.0000,0.0018,0.4286,0.4970,0.0000,0.0000,1.4172
1666700197,"2022-10-25 14:16:37",0.0000,0.6202,0.7485,0.0000,0.0000,0.3818,0.5455,0.0000,0.0019,0.4286,0.5222,0.0000,0.0000,1.4286
1666700797,"2022-10-25 14:26:37",0.0000,0.6317,0.7854,0.0000,0.0000,0.3818,0.5708,0.0000,0.0021,0.4286,0.5476,0.0000,0.0000,1.4400
1666701398,"2022-10-25 14:36:38",0.0000,0.6436,0.8225,0.0000,0.0000,0.3818,0.5962,0.0000,0.0022,0.4286,0.5731,0.0000,0.0000,1.4518
1666701997,"2022-10-25 14:46:37",0.0000,0.7033,0.8547,0.0000,0.0000,0.4242,0.6189,0.0000,0.0022,0.4757,0.5937,0.0000,0.0000,1.6010
1666703198,"2022-10-25 15:06:38",0.0007,0.7680,0.8760,0.0175,0.0000,0.4760,0.6340,0.0141,0.0022,0.5344,0.6061,0.0141,0.0006,1.7761
1666703797,"2022-10-25 15:16:37",0.0564,0.7680,0.8760,0.0502,0.0397,0.4761,0.6340,0.0370,0.0480,0.5345,0.6061,0.0355,0.1417,1.7761
1666704397,"2022-10-25 15:26:37",0.1475,0.7680,0.8760,0.0824,0.1102,0.4761,0.6340,0.0581,0.1300,0.5345,0.6061,0.0530,0.3853,1.7761
1666704997,"2022-10-25 15:36:37",0.2290,0.7680,0.8760,0.1145,0.1704,0.4761,0.6340,0.0799,0.1989,0.5345,0.6061,0.0702,0.5958,1.7761
1666705598,"2022-10-25 15:46:38",0.2950,0.7680,0.8760,0.1468,0.2176,0.4761,0.6340,0.1023,0.2535,0.5345,0.6061,0.0888,0.7638,1.7761
1666706197,"2022-10-25 15:56:37",0.3275,0.7680,0.8760,0.1796,0.2372,0.4761,0.6340,0.1260,0.2772,0.5345,0.6061,0.1103,0.8395,1.7761
1666706797,"2022-10-25 16:06:37",0.3361,0.7680,0.8760,0.2146,0.2372,0.4761,0.6340,0.1507,0.2772,0.5346,0.6061,0.1349,0.8479,1.7761
1666707397,"2022-10-25 16:16:37",0.3447,0.7680,0.8760,0.2497,0.2372,0.4761,0.6340,0.1753,0.2772,0.5348,0.6061,0.1595,0.8563,1.7761
1666707997,"2022-10-25 16:26:37",0.3532,0.7680,0.8760,0.2848,0.2372,0.4762,0.6340,0.1999,0.2772,0.5349,0.6061,0.1841,0.8646,1.7761
1666708597,"2022-10-25 16:36:37",0.4026,0.7680,0.8760,0.3176,0.2730,0.4762,0.6340,0.2232,0.3171,0.5350,0.6061,0.2052,0.9896,1.7761
1666709197,"2022-10-25 16:46:37",0.4906,0.7680,0.8760,0.3478,0.3391,0.4762,0.6340,0.2452,0.3907,0.5350,0.6061,0.2214,1.2172,1.7761
1666709798,"2022-10-25 16:56:38",0.5602,0.7680,0.8760,0.3786,0.3895,0.4762,0.6340,0.2677,0.4470,0.5350,0.6061,0.2397,1.3937,1.7761
1666710397,"2022-10-25 17:06:37",0.6245,0.7680,0.8760,0.4095,0.4353,0.4762,0.6340,0.2904,0.4989,0.5350,0.6061,0.2577,1.5556,1.7761
1666710997,"2022-10-25 17:16:37",0.6334,0.7680,0.8760,0.4436,0.4353,0.4762,0.6340,0.3149,0.4999,0.5351,0.6061,0.2817,1.5653,1.7761
1666711597,"2022-10-25 17:26:37",0.6419,0.7680,0.8760,0.4783,0.4353,0.4763,0.6340,0.3394,0.4999,0.5353,0.6061,0.3060,1.5737,1.7761
1666712198,"2022-10-25 17:36:38",0.6504,0.7680,0.8760,0.5129,0.4353,0.4763,0.6340,0.3636,0.4999,0.5354,0.6061,0.3303,1.5820,1.7761
1666712797,"2022-10-25 17:46:37",0.6589,0.7680,0.8760,0.5472,0.4353,0.4764,0.6340,0.3880,0.4999,0.5356,0.6061,0.3546,1.5903,1.7761
1666713397,"2022-10-25 17:56:37",0.6673,0.7680,0.8760,0.5813,0.4353,0.4764,0.6340,0.4124,0.4999,0.5357,0.6061,0.3789,1.5985,1.7761
1666713998,"2022-10-25 18:06:38",0.6758,0.7680,0.8760,0.6158,0.4353,0.4764,0.6340,0.4369,0.4999,0.5359,0.6061,0.4034,1.6068,1.7761
1666714597,"2022-10-25 18:16:37",0.6843,0.7680,0.8760,0.6503,0.4353,0.4765,0.6340,0.4613,0.4999,0.5360,0.6061,0.4277,1.6150,1.7761
1666715197,"2022-10-25 18:26:37",0.6927,0.7680,0.8760,0.6849,0.4353,0.4766,0.6340,0.4855,0.4999,0.5362,0.6061,0.4521,1.6233,1.7761
1666715797,"2022-10-25 18:36:37",0.7012,0.7680,0.8760,0.7192,0.4353,0.4766,0.6340,0.5097,0.4999,0.5363,0.6061,0.4763,1.6316,1.7761
1666716398,"2022-10-25 18:46:38",0.7097,0.7680,0.8760,0.7534,0.4353,0.4767,0.6340,0.5340,0.4999,0.5365,0.6061,0.5003,1.6398,1.7761
1666716997,"2022-10-25 18:56:37",0.7564,0.7680,0.8760,0.7856,0.4703,0.4767,0.6340,0.5567,0.5392,0.5366,0.6061,0.5215,1.7607,1.7761
1666717597,"2022-10-25 19:06:37",0.8816,0.7680,0.8760,0.8148,0.5779,0.4767,0.6340,0.5771,0.6593,0.5366,0.6061,0.5377,2.1137,1.7761
1666718197,"2022-10-25 19:16:37",1.0098,0.7680,0.8760,0.8445,0.6862,0.4767,0.6340,0.5971,0.7824,0.5366,0.6061,0.5527,2.4732,1.7761
1666718798,"2022-10-25 19:26:38",1.1181,0.7680,0.8760,0.8735,0.7769,0.4767,0.6340,0.6175,0.8835,0.5366,0.6061,0.5695,2.7734,1.7761
1666719397,"2022-10-25 19:36:37",1.1961,0.7680,0.8760,0.9028,0.8356,0.4767,0.6340,0.6398,0.9476,0.5366,0.6061,0.5866,2.9741,1.7761
1666719997,"2022-10-25 19:46:37",1.2430,0.7680,0.8760,0.9326,0.8668,0.4767,0.6340,0.6633,0.9826,0.5366,0.6061,0.6056,3.0873,1.7761
1666720598,"2022-10-25 19:56:38",1.2515,0.7680,0.8760,0.9667,0.8668,0.4767,0.6340,0.6876,0.9826,0.5367,0.6061,0.6300,3.0956,1.7761
1666721197,"2022-10-25 20:06:37",1.2561,0.7680,0.8760,0.9985,0.8668,0.4768,0.6340,0.7118,0.9826,0.5369,0.6061,0.6543,3.1001,1.7761
1666721797,"2022-10-25 20:16:37",1.2572,0.7680,0.8760,1.0285,0.8668,0.4768,0.6340,0.7361,0.9826,0.5370,0.6061,0.6785,3.1010,1.7761
1666722397,"2022-10-25 20:26:37",1.2583,0.7680,0.8760,1.0585,0.8668,0.4768,0.6340,0.7604,0.9826,0.5372,0.6061,0.7028,3.1019,1.7761
