Timestamp,"Date and time","Phase 1 Forward active Energy kWh","Phase 1 Reverse active Energy kWh","Phase 1 Forward reactive Energy kvarh","Phase 1 Reverse reactive Energy kvarh","Phase 2 Forward active Energy kWh","Phase 2 Reverse active Energy kWh","Phase 2 Forward reactive Energy kvarh","Phase 2 Reverse reactive Energy kvarh","Phase 3 Forward active Energy kWh","Phase 3 Reverse active Energy kWh","Phase 3 Forward reactive Energy kvarh","Phase 3 Reverse reactive Energy kvarh","Forward active Energy kWh - Vector balance","Reverse active Energy kWh - Vector balance"
1667240639,"2022-10-31 19:23:59",22.5790,0.7680,0.8760,28.4691,22.4646,0.5016,0.6340,21.7152,17.8077,0.6367,0.6061,20.4108,62.7302,1.7851
1667241240,"2022-10-31 19:34:00",22.5801,0.7680,0.8760,28.5001,22.7142,0.5016,0.6340,21.7427,17.8079,0.6368,0.6061,20.4366,62.9810,1.7851
1667241839,"2022-10-31 19:43:59",22.5813,0.7680,0.8760,28.5314,23.0329,0.5016,0.6340,21.7708,17.8082,0.6368,0.6061,20.4627,63.3011,1.7851
1667242439,"2022-10-31 19:53:59",22.5824,0.7680,0.8760,28.5626,23.3509,0.5016,0.6340,21.7987,17.8085,0.6368,0.6061,20.4887,63.6206,1.7851
1667243040,"2022-10-31 20:04:00",22.5835,0.7680,0.8760,28.5939,23.6525,0.5016,0.6340,21.8270,17.8087,0.6368,0.6061,20.5150,63.9235,1.7851
1667243639,"2022-10-31 20:13:59",22.5846,0.7680,0.8760,28.6253,23.8663,0.5016,0.6340,21.8552,17.8089,0.6368,0.6061,20.5411,64.1386,1.7851
1667244239,"2022-10-31 20:23:59",22.5857,0.7680,0.8760,28.6565,24.0690,0.5016,0.6340,21.8833,17.8090,0.6368,0.6061,20.5669,64.3426,1.7851
1667244839,"2022-10-31 20:33:59",22.5869,0.7680,0.8760,28.6875,24.2402,0.5016,0.6340,21.9114,17.8091,0.6368,0.6061,20.5926,64.5150,1.7851
1667245439,"2022-10-31 20:43:59",22.5948,0.7680,0.8760,28.7199,24.4059,0.5016,0.6340,21.9395,17.8095,0.6368,0.6061,20.6184,64.6889,1.7851
1667246039,"2022-10-31 20:53:59",22.7010,0.7680,0.8760,28.7501,24.6526,0.5016,0.6340,21.9631,17.9113,0.6368,0.6061,20.6365,65.1436,1.7851
1667246639,"2022-10-31 21:03:59",22.8207,0.7680,0.8760,28.7817,24.9067,0.5016,0.6340,21.9860,18.0269,0.6368,0.6061,20.6539,65.6331,1.7851
1667247240,"2022-10-31 21:14:00",22.9444,0.7680,0.8760,28.8132,25.1586,0.5016,0.6340,22.0092,18.1450,0.6368,0.6061,20.6706,66.1268,1.7851
1667247839,"2022-10-31 21:23:59",23.0412,0.7680,0.8760,28.8461,25.3456,0.5016,0.6340,22.0339,18.2330,0.6368,0.6061,20.6883,66.4986,1.7851
1667248439,"2022-10-31 21:33:59",23.1130,0.7680,0.8760,28.8795,25.5140,0.5016,0.6340,22.0594,18.2935,0.6368,0.6061,20.7079,66.7993,1.7851
1667249040,"2022-10-31 21:44:00",23.1446,0.7680,0.8760,28.9141,25.6248,0.5016,0.6340,22.0867,18.3163,0.6368,0.6061,20.7307,66.9645,1.7851
1667249639,"2022-10-31 21:53:59",23.1530,0.7680,0.8760,28.9506,25.6608,0.5016,0.6340,22.1131,18.3163,0.6369,0.6061,20.7559,67.0088,1.7851
1667250239,"2022-10-31 22:03:59",23.1613,0.7680,0.8760,28.9871,25.6608,0.5016,0.6340,22.1386,18.3163,0.6370,0.6061,20.7811,67.0170,1.7851
1667250840,"2022-10-31 22:14:00",23.1697,0.7680,0.8760,29.0231,25.6608,0.5016,0.6340,22.1637,18.3163,0.6372,0.6061,20.8064,67.0252,1.7851
1667251439,"2022-10-31 22:23:59",23.1780,0.7680,0.8760,29.0592,25.6608,0.5017,0.6340,22.1890,18.3163,0.6373,0.6061,20.8317,67.0334,1.7851
1667252039,"2022-10-31 22:33:59",23.1864,0.7680,0.8760,29.0953,25.6608,0.5017,0.6340,22.2143,18.3163,0.6375,0.6061,20.8570,67.0415,1.7851
1667252639,"2022-10-31 22:43:59",23.1947,0.7680,0.8760,29.1315,25.6608,0.5017,0.6340,22.2399,18.3163,0.6376,0.6061,20.8825,67.0497,1.7851
1667253239,"2022-10-31 22:53:59",23.2031,0.7680,0.8760,29.1678,25.6608,0.5018,0.6340,22.2655,18.3163,0.6378,0.6061,20.9081,67.0578,1.7851
1667253839,"2022-10-31 23:03:59",23.2100,0.7680,0.8760,29.2032,25.6608,0.5018,0.6340,22.2908,18.3163,0.6379,0.6061,20.9338,67.0646,1.7852
1667254439,"2022-10-31 23:13:59",23.2111,0.7680,0.8760,29.2350,25.6608,0.5019,0.6340,22.3163,18.3163,0.6380,0.6061,20.9594,67.0656,1.7852
1667255040,"2022-10-31 23:24:00",23.2122,0.7680,0.8760,29.2671,25.6608,0.5019,0.6340,22.3422,18.3163,0.6382,0.6061,20.9851,67.0665,1.7852
1667255639,"2022-10-31 23:33:59",23.2133,0.7680,0.8760,29.2990,25.6608,0.5020,0.6340,22.3680,18.3163,0.6384,0.6061,21.0109,67.0674,1.7853
1667256239,"2022-10-31 23:43:59",23.2145,0.7680,0.8760,29.3308,25.6608,0.5020,0.6340,22.3936,18.3163,0.6385,0.6061,21.0365,67.0684,1.7853
1667256840,"2022-10-31 23:54:00",23.2156,0.7680,0.8760,29.3624,25.6608,0.5021,0.6340,22.4192,18.3163,0.6387,0.6061,21.0620,67.0693,1.7853
1667257439,"2022-11-01 00:03:59",23.2167,0.7680,0.8760,29.3943,25.6608,0.5021,0.6340,22.4448,18.3163,0.6388,0.6061,21.0875,67.0703,1.7853
1667258039,"2022-11-01 00:13:59",23.2178,0.7680,0.8760,29.4262,25.6608,0.5021,0.6340,22.4704,18.3163,0.6390,0.6061,21.1129,67.0712,1.7853
1667258639,"2022-11-01 00:23:59",23.2189,0.7680,0.8760,29.4581,25.6608,0.5022,0.6340,22.4961,18.3163,0.6392,0.6061,21.1385,67.0721,1.7854
1667259239,"2022-11-01 00:33:59",23.2200,0.7680,0.8760,29.4900,25.6608,0.5022,0.6340,22.5219,18.3163,0.6393,0.6061,21.1641,67.0730,1.7854
1667259839,"2022-11-01 00:43:59",23.2211,0.7680,0.8760,29.5221,25.6608,0.5023,0.6340,22.5477,18.3163,0.6395,0.6061,21.1899,67.0740,1.7854
1667260439,"2022-11-01 00:53:59",23.2223,0.7680,0.8760,29.5544,25.6608,0.5023,0.6340,22.5736,18.3163,0.6396,0.6061,21.2156,67.0749,1.7855
1667261040,"2022-11-01 01:04:00",23.2234,0.7680,0.8760,29.5866,25.6608,0.5024,0.6340,22.5994,18.3163,0.6398,0.6061,21.2412,67.0758,1.7855
1667261639,"2022-11-01 01:13:59",23.2245,0.7680,0.8760,29.6187,25.6608,0.5024,0.6340,22.6251,18.3163,0.6400,0.6061,21.2668,67.0767,1.7855
1667262239,"2022-11-01 01:23:59",23.2256,0.7680,0.8760,29.6509,25.6608,0.5025,0.6340,22.6510,18.3163,0.6401,0.6061,21.2926,67.0777,1.7855
1667262840,"2022-11-01 01:34:00",23.2267,0.7680,0.8760,29.6831,25.6608,0.5025,0.6340,22.6768,18.3163,0.6403,0.6061,21.3183,67.0786,1.7855
1667263439,"2022-11-01 01:43:59",23.2278,0.7680,0.8760,29.7151,25.6608,0.5026,0.6340,22.7027,18.3163,0.6405,0.6061,21.3441,67.0795,1.7855
1667264039,"2022-11-01 01:53:59",23.2289,0.7680,0.8760,29.7472,25.6608,0.5026,0.6340,22.7286,18.3163,0.6406,0.6061,21.3698,67.0805,1.7856
1667264640,"2022-11-01 02:04:00",23.2300,0.7680,0.8760,29.7792,25.6608,0.5027,0.6340,22.7546,18.3163,0.6408,0.6061,21.3957,67.0814,1.7856
1667265239,"2022-11-01 02:13:59",23.2311,0.7680,0.8760,29.8114,25.6608,0.5027,0.6340,22.7806,18.3163,0.6409,0.6061,21.4215,67.0823,1.7856
1667265839,"2022-11-01 02:23:59",23.2323,0.7680,0.8760,29.8436,25.6608,0.5028,0.6340,22.8066,18.3163,0.6411,0.6061,21.4474,67.0832,1.7857
1667266440,"2022-11-01 02:34:00",23.2334,0.7680,0.8760,29.8757,25.6608,0.5028,0.6340,22.8325,18.3163,0.6413,0.6061,21.4733,67.0841,1.7857
1667267039,"2022-11-01 02:43:59",23.2345,0.7680,0.8760,29.9080,25.6608,0.5029,0.6340,22.8584,18.3163,0.6414,0.6061,21.4991,67.0850,1.7857
1667267639,"2022-11-01 02:53:59",23.2356,0.7680,0.8760,29.9402,25.6608,0.5029,0.6340,22.8844,18.3163,0.6416,0.6061,21.5249,67.0860,1.7857
1667268239,"2022-11-01 03:03:59",23.2367,0.7680,0.8760,29.9724,25.6608,0.5030,0.6340,22.9102,18.3163,0.6418,0.6061,21.5507,67.0869,1.7858
1667268839,"2022-11-01 03:13:59",23.2378,0.7680,0.8760,30.0048,25.6608,0.5031,0.6340,22.9362,18.3163,0.6419,0.6061,21.5766,67.0878,1.7858
1667269439,"2022-11-01 03:23:59",23.2389,0.7680,0.8760,30.0372,25.6608,0.5031,0.6340,22.9622,18.3163,0.6421,0.6061,21.6026,67.0887,1.7858
1667270039,"2022-11-01 03:33:59",23.2400,0.7680,0.8760,30.0696,25.6608,0.5032,0.6340,22.9883,18.3163,0.6423,0.6061,21.6285,67.0896,1.7858
1667270640,"2022-11-01 03:44:00",23.2411,0.7680,0.8760,30.1019,25.6608,0.5032,0.6340,23.0142,18.3163,0.6424,0.6061,21.6542,67.0905,1.7858
1667271239,"2022-11-01 03:53:59",23.2422,0.7680,0.8760,30.1339,25.6608,0.5033,0.6340,23.0401,18.3163,0.6426,0.6061,21.6800,67.0914,1.7858
1667271839,"2022-11-01 04:03:59",23.2433,0.7680,0.8760,30.1660,25.6608,0.5033,0.6340,23.0658,18.3163,0.6428,0.6061,21.7056,67.0923,1.7859
1667272440,"2022-11-01 04:14:00",23.2445,0.7680,0.8760,30.1980,25.6608,0.5034,0.6340,23.0915,18.3163,0.6429,0.6061,21.7311,67.0932,1.7859
1667273039,"2022-11-01 04:23:59",23.2456,0.7680,0.8760,30.2300,25.6608,0.5034,0.6340,23.1171,18.3163,0.6431,0.6061,21.7567,67.0942,1.7859
1667273639,"2022-11-01 04:33:59",23.2467,0.7680,0.8760,30.2619,25.6608,0.5035,0.6340,23.1428,18.3163,0.6433,0.6061,21.7823,67.0950,1.7860
1667274240,"2022-11-01 04:44:00",23.2478,0.7680,0.8760,30.2938,25.6608,0.5035,0.6340,23.1684,18.3163,0.6434,0.6061,21.8077,67.0960,1.7860
1667274839,"2022-11-01 04:53:59",23.2489,0.7680,0.8760,30.3256,25.6608,0.5036,0.6340,23.1940,18.3163,0.6436,0.6061,21.8333,67.0969,1.7860
1667275439,"2022-11-01 05:03:59",23.2500,0.7680,0.8760,30.3574,25.6608,0.5036,0.6340,23.2194,18.3163,0.6438,0.6061,21.8587,67.0978,1.7860
1667276039,"2022-11-01 05:13:59",23.2511,0.7680,0.8760,30.3893,25.6608,0.5037,0.6340,23.2451,18.3163,0.6439,0.6061,21.8842,67.0987,1.7860
1667276639,"2022-11-01 05:23:59",23.2522,0.7680,0.8760,30.4214,25.6608,0.5037,0.6340,23.2707,18.3163,0.6441,0.6061,21.9098,67.0996,1.7861
1667277239,"2022-11-01 05:33:59",23.2533,0.7680,0.8760,30.4534,25.6608,0.5038,0.6340,23.2963,18.3163,0.6443,0.6061,21.9353,67.1005,1.7861
1667277839,"2022-11-01 05:43:59",23.2544,0.7680,0.8760,30.4854,25.6608,0.5038,0.6340,23.3219,18.3163,0.6444,0.6061,21.9609,67.1014,1.7861
1667278440,"2022-11-01 05:54:00",23.2555,0.7680,0.8760,30.5171,25.6608,0.5039,0.6340,23.3473,18.3163,0.6446,0.6061,21.9862,67.1022,1.7861
1667279039,"2022-11-01 06:03:59",23.2606,0.7680,0.8760,30.5498,25.6608,0.5039,0.6340,23.3726,18.3163,0.6448,0.6061,22.0115,67.1072,1.7861
1667279639,"2022-11-01 06:13:59",23.3571,0.7680,0.8760,30.5828,25.7367,0.5039,0.6340,23.3953,18.4047,0.6448,0.6061,22.0287,67.3679,1.7861
1667280240,"2022-11-01 06:24:00",23.4769,0.7680,0.8760,30.6159,25.8343,0.5039,0.6340,23.4169,18.5187,0.6448,0.6061,22.0448,67.6993,1.7861
1667280839,"2022-11-01 06:33:59",23.6033,0.7680,0.8760,30.6480,25.9387,0.5039,0.6340,23.4386,18.6384,0.6448,0.6061,22.0607,68.0498,1.7861
1667281439,"2022-11-01 06:43:59",23.7091,0.7680,0.8760,30.6797,26.0248,0.5039,0.6340,23.4607,18.7368,0.6448,0.6061,22.0786,68.3402,1.7861
1667282039,"2022-11-01 06:53:59",23.7868,0.7680,0.8760,30.7118,26.0838,0.5039,0.6340,23.4831,18.8033,0.6448,0.6061,22.0978,68.5432,1.7861
1667282639,"2022-11-01 07:03:59",23.8389,0.7680,0.8760,30.7445,26.1192,0.5039,0.6340,23.5068,18.8450,0.6448,0.6061,22.1182,68.6725,1.7861
1667283239,"2022-11-01 07:13:59",23.8473,0.7680,0.8760,30.7809,26.1192,0.5040,0.6340,23.5323,18.8450,0.6449,0.6061,22.1436,68.6808,1.7861
1667283839,"2022-11-01 07:23:59",23.8556,0.7680,0.8760,30.8173,26.1192,0.5040,0.6340,23.5578,18.8450,0.6451,0.6061,22.1689,68.6889,1.7861
1667284440,"2022-11-01 07:34:00",23.8639,0.7680,0.8760,30.8536,26.1192,0.5041,0.6340,23.5833,18.8450,0.6452,0.6061,22.1943,68.6970,1.7861
1667285039,"2022-11-01 07:43:59",23.8722,0.7680,0.8760,30.8897,26.1192,0.5041,0.6340,23.6086,18.8450,0.6454,0.6061,22.2195,68.7052,1.7861
1667285639,"2022-11-01 07:53:59",23.8805,0.7680,0.8760,30.9258,26.1192,0.5042,0.6340,23.6338,18.8450,0.6455,0.6061,22.2446,68.7132,1.7861
1667286240,"2022-11-01 08:04:00",23.8888,0.7680,0.8760,30.9621,26.1192,0.5042,0.6340,23.6590,18.8450,0.6457,0.6061,22.2698,68.7213,1.7861
1667286839,"2022-11-01 08:13:59",23.8971,0.7680,0.8760,30.9983,26.1192,0.5043,0.6340,23.6841,18.8450,0.6458,0.6061,22.2948,68.7294,1.7861
1667287439,"2022-11-01 08:23:59",23.9540,0.7680,0.8760,31.0319,26.1619,0.5043,0.6340,23.7081,18.8927,0.6459,0.6061,22.3154,68.8766,1.7861
1667288040,"2022-11-01 08:34:00",24.0791,0.7680,0.8760,31.0633,26.2653,0.5043,0.6340,23.7300,19.0095,0.6459,0.6061,22.3311,69.2219,1.7861
1667288639,"2022-11-01 08:43:59",24.1868,0.7680,0.8760,31.0960,26.3515,0.5043,0.6340,23.7524,19.1080,0.6459,0.6061,22.3479,69.5142,1.7861
1667289239,"2022-11-01 08:53:59",24.2614,0.7680,0.8760,31.1288,26.4058,0.5043,0.6340,23.7754,19.1693,0.6459,0.6061,22.3666,69.7045,1.7861
1667289840,"2022-11-01 09:04:00",24.3031,0.7680,0.8760,31.1627,26.4324,0.5043,0.6340,23.7995,19.2012,0.6459,0.6061,22.3878,69.8046,1.7861
1667290439,"2022-11-01 09:13:59",24.3114,0.7680,0.8760,31.1986,26.4324,0.5043,0.6340,23.8246,19.2012,0.6461,0.6061,22.4128,69.8127,1.7861
1667291039,"2022-11-01 09:23:59",24.3197,0.7680,0.8760,31.2344,26.4324,0.5044,0.6340,23.8496,19.2012,0.6462,0.6061,22.4377,69.8208,1.7861
1667291639,"2022-11-01 09:33:59",24.3280,0.7680,0.8760,31.2702,26.4324,0.5044,0.6340,23.8747,19.2012,0.6464,0.6061,22.4626,69.8289,1.7861
1667292240,"2022-11-01 09:44:00",24.3363,0.7680,0.8760,31.3059,26.4324,0.5044,0.6340,23.8998,19.2012,0.6465,0.6061,22.4875,69.8370,1.7861
1667292839,"2022-11-01 09:53:59",24.3446,0.7680,0.8760,31.3417,26.4324,0.5045,0.6340,23.9249,19.2012,0.6467,0.6061,22.5124,69.8451,1.7861
1667293439,"2022-11-01 10:03:59",24.3528,0.7680,0.8760,31.3772,26.4324,0.5045,0.6340,23.9499,19.2012,0.6468,0.6061,22.5372,69.8532,1.7861
1667294040,"2022-11-01 10:14:00",24.3610,0.7680,0.8760,31.4125,26.4324,0.5045,0.6340,23.9747,19.2012,0.6470,0.6061,22.5622,69.8612,1.7861
1667294639,"2022-11-01 10:23:59",24.4580,0.7680,0.8760,31.4455,26.5115,0.5045,0.6340,23.9959,19.2929,0.6470,0.6061,22.5803,70.1290,1.7861
1667295239,"2022-11-01 10:33:59",24.5706,0.7680,0.8760,31.4764,26.6053,0.5045,0.6340,24.0166,19.3995,0.6470,0.6061,22.5973,70.4421,1.7861
1667295840,"2022-11-01 10:44:00",24.6615,0.7680,0.8760,31.5077,26.6761,0.5045,0.6340,24.0388,19.4799,0.6470,0.6061,22.6146,70.6841,1.7861
1667296439,"2022-11-01 10:53:59",24.7291,0.7680,0.8760,31.5403,26.7235,0.5045,0.6340,24.0621,19.5349,0.6470,0.6061,22.6330,70.8541,1.7861
1667297039,"2022-11-01 11:03:59",24.7380,0.7680,0.8760,31.5755,26.7235,0.5046,0.6340,24.0868,19.5359,0.6471,0.6061,22.6574,70.8639,1.7861
1667297639,"2022-11-01 11:13:59",24.7463,0.7680,0.8760,31.6113,26.7235,0.5046,0.6340,24.1115,19.5359,0.6473,0.6061,22.6823,70.8720,1.7861
1667298239,"2022-11-01 11:23:59",24.7546,0.7680,0.8760,31.6471,26.7235,0.5047,0.6340,24.1362,19.5359,0.6474,0.6061,22.7072,70.8801,1.7861
1667298839,"2022-11-01 11:33:59",24.7628,0.7680,0.8760,31.6827,26.7235,0.5047,0.6340,24.1608,19.5359,0.6475,0.6061,22.7322,70.8882,1.7861
1667299439,"2022-11-01 11:43:59",24.7711,0.7680,0.8760,31.7179,26.7235,0.5047,0.6340,24.1856,19.5359,0.6477,0.6061,22.7572,70.8962,1.7861
1667300040,"2022-11-01 11:54:00",24.7793,0.7680,0.8760,31.7531,26.7235,0.5048,0.6340,24.2104,19.5359,0.6478,0.6061,22.7823,70.9042,1.7861
1667300639,"2022-11-01 12:03:59",24.7875,0.7680,0.8760,31.7879,26.7235,0.5048,0.6340,24.2352,19.5359,0.6480,0.6061,22.8073,70.9123,1.7861
1667301239,"2022-11-01 12:13:59",24.8160,0.7680,0.8760,31.8214,26.7420,0.5049,0.6340,24.2595,19.5561,0.6481,0.6061,22.8303,70.9793,1.7861
1667301840,"2022-11-01 12:24:00",24.9363,0.7680,0.8760,31.8506,26.8401,0.5049,0.6340,24.2819,19.6651,0.6481,0.6061,22.8451,71.3068,1.7861
1667302439,"2022-11-01 12:33:59",25.0513,0.7680,0.8760,31.8812,26.9305,0.5049,0.6340,24.3043,19.7681,0.6481,0.6061,22.8592,71.6152,1.7861
1667303039,"2022-11-01 12:43:59",25.1290,0.7680,0.8760,31.9126,26.9862,0.5049,0.6340,24.3273,19.8312,0.6481,0.6061,22.8762,71.8117,1.7861
1667303640,"2022-11-01 12:54:00",25.1614,0.7680,0.8760,31.9458,27.0048,0.5049,0.6340,24.3515,19.8545,0.6481,0.6061,22.8981,71.8859,1.7861
1667304239,"2022-11-01 13:03:59",25.1697,0.7680,0.8760,31.9810,27.0048,0.5049,0.6340,24.3764,19.8545,0.6482,0.6061,22.9228,71.8941,1.7861
1667304839,"2022-11-01 13:13:59",25.1780,0.7680,0.8760,32.0162,27.0048,0.5049,0.6340,24.4012,19.8545,0.6484,0.6061,22.9476,71.9022,1.7861
1667305439,"2022-11-01 13:23:59",25.1862,0.7680,0.8760,32.0516,27.0048,0.5049,0.6340,24.4261,19.8545,0.6485,0.6061,22.9724,71.9103,1.7861
1667306039,"2022-11-01 13:33:59",25.1945,0.7680,0.8760,32.0869,27.0048,0.5050,0.6340,24.4512,19.8545,0.6486,0.6061,22.9973,71.9184,1.7861
1667306639,"2022-11-01 13:43:59",25.2028,0.7680,0.8760,32.1226,27.0048,0.5050,0.6340,24.4764,19.8545,0.6488,0.6061,23.0222,71.9265,1.7861
1667307239,"2022-11-01 13:53:59",25.2111,0.7680,0.8760,32.1587,27.0048,0.5050,0.6340,24.5018,19.8545,0.6489,0.6061,23.0474,71.9346,1.7861
1667307840,"2022-11-01 14:04:00",25.2194,0.7680,0.8760,32.1947,27.0048,0.5051,0.6340,24.5271,19.8545,0.6491,0.6061,23.0725,71.9427,1.7861
1667308439,"2022-11-01 14:13:59",25.2277,0.7680,0.8760,32.2306,27.0048,0.5051,0.6340,24.5525,19.8545,0.6492,0.6061,23.0978,71.9508,1.7861
1667309039,"2022-11-01 14:23:59",25.2632,0.7680,0.8760,32.2650,27.0303,0.5052,0.6340,24.5768,19.8828,0.6493,0.6061,23.1215,72.0401,1.7861
1667309640,"2022-11-01 14:34:00",25.3670,0.7680,0.8760,32.2964,27.1177,0.5052,0.6340,24.5987,19.9806,0.6493,0.6061,23.1411,72.3290,1.7861
1667310239,"2022-11-01 14:43:59",25.4706,0.7680,0.8760,32.3291,27.2033,0.5052,0.6340,24.6205,20.0788,0.6493,0.6061,23.1604,72.6164,1.7861
1667310839,"2022-11-01 14:53:59",25.5534,0.7680,0.8760,32.3597,27.2702,0.5052,0.6340,24.6429,20.1507,0.6493,0.6061,23.1810,72.8380,1.7861
1667311440,"2022-11-01 15:04:00",25.6229,0.7680,0.8760,32.3897,27.3219,0.5052,0.6340,24.6666,20.2058,0.6493,0.6061,23.1996,73.0143,1.7861
1667312039,"2022-11-01 15:13:59",25.6800,0.7680,0.8760,32.4209,27.3625,0.5052,0.6340,24.6908,20.2511,0.6493,0.6061,23.2188,73.1572,1.7861
1667312639,"2022-11-01 15:23:59",25.6885,0.7680,0.8760,32.4568,27.3625,0.5052,0.6340,24.7162,20.2511,0.6494,0.6061,23.2439,73.1657,1.7861
1667313240,"2022-11-01 15:34:00",25.6967,0.7680,0.8760,32.4925,27.3625,0.5052,0.6340,24.7416,20.2511,0.6496,0.6061,23.2692,73.1738,1.7861
1667313839,"2022-11-01 15:43:59",25.7050,0.7680,0.8760,32.5279,27.3625,0.5052,0.6340,24.7669,20.2511,0.6497,0.6061,23.2946,73.1818,1.7861
1667314439,"2022-11-01 15:53:59",25.7133,0.7680,0.8760,32.5640,27.3625,0.5053,0.6340,24.7921,20.2511,0.6499,0.6061,23.3199,73.1900,1.7861
1667315039,"2022-11-01 16:03:59",25.7216,0.7680,0.8760,32.6001,27.3625,0.5053,0.6340,24.8175,20.2511,0.6500,0.6061,23.3452,73.1981,1.7861
1667315639,"2022-11-01 16:13:59",25.7299,0.7680,0.8760,32.6361,27.3625,0.5053,0.6340,24.8430,20.2511,0.6502,0.6061,23.3705,73.2062,1.7861
1667316239,"2022-11-01 16:23:59",25.7382,0.7680,0.8760,32.6722,27.3625,0.5054,0.6340,24.8685,20.2511,0.6503,0.6061,23.3958,73.2143,1.7861
1667316839,"2022-11-01 16:33:59",25.7465,0.7680,0.8760,32.7082,27.3625,0.5054,0.6340,24.8938,20.2511,0.6505,0.6061,23.4210,73.2224,1.7861
1667317440,"2022-11-01 16:44:00",25.7883,0.7680,0.8760,32.7422,27.3914,0.5054,0.6340,24.9177,20.2842,0.6506,0.6061,23.4427,73.3261,1.7861
1667318039,"2022-11-01 16:53:59",25.9139,0.7680,0.8760,32.7727,27.4991,0.5054,0.6340,24.9395,20.4040,0.6506,0.6061,23.4602,73.6792,1.7861
1667318639,"2022-11-01 17:03:59",26.0303,0.7680,0.8760,32.8026,27.5971,0.5054,0.6340,24.9614,20.5125,0.6506,0.6061,23.4772,74.0021,1.7861
1667319240,"2022-11-01 17:14:00",26.1117,0.7680,0.8760,32.8332,27.6607,0.5054,0.6340,24.9839,20.5819,0.6506,0.6061,23.4963,74.2165,1.7861
1667319839,"2022-11-01 17:23:59",26.1676,0.7680,0.8760,32.8646,27.7007,0.5054,0.6340,25.0075,20.6268,0.6506,0.6061,23.5167,74.3573,1.7861
1667320439,"2022-11-01 17:33:59",26.1760,0.7680,0.8760,32.9003,27.7007,0.5054,0.6340,25.0328,20.6268,0.6507,0.6061,23.5419,74.3656,1.7861
1667321040,"2022-11-01 17:44:00",26.1843,0.7680,0.8760,32.9360,27.7007,0.5055,0.6340,25.0580,20.6268,0.6508,0.6061,23.5666,74.3737,1.7861
1667321639,"2022-11-01 17:53:59",26.1926,0.7680,0.8760,32.9719,27.7007,0.5055,0.6340,25.0832,20.6268,0.6510,0.6061,23.5915,74.3818,1.7861
1667322239,"2022-11-01 18:03:59",26.2009,0.7680,0.8760,33.0079,27.7007,0.5055,0.6340,25.1086,20.6268,0.6512,0.6061,23.6165,74.3900,1.7861
1667322839,"2022-11-01 18:13:59",26.2093,0.7680,0.8760,33.0442,27.7007,0.5056,0.6340,25.1337,20.6268,0.6513,0.6061,23.6417,74.3981,1.7861
1667323440,"2022-11-01 18:24:00",26.2176,0.7680,0.8760,33.0804,27.7007,0.5056,0.6340,25.1590,20.6268,0.6515,0.6061,23.6669,74.4062,1.7861
1667324039,"2022-11-01 18:33:59",26.2259,0.7680,0.8760,33.1166,27.7007,0.5056,0.6340,25.1841,20.6268,0.6516,0.6061,23.6920,74.4143,1.7861
1667324639,"2022-11-01 18:43:59",26.2341,0.7680,0.8760,33.1526,27.7007,0.5057,0.6340,25.2094,20.6268,0.6518,0.6061,23.7173,74.4224,1.7861
1667325240,"2022-11-01 18:54:00",26.3029,0.7680,0.8760,33.1853,27.7563,0.5057,0.6340,25.2326,20.6884,0.6518,0.6061,23.7383,74.6083,1.7861
1667325839,"2022-11-01 19:03:59",26.4191,0.7680,0.8760,33.2162,27.8541,0.5057,0.6340,25.2538,20.7983,0.6518,0.6061,23.7558,74.9321,1.7861
1667326439,"2022-11-01 19:13:59",26.5172,0.7680,0.8760,33.2470,27.9337,0.5057,0.6340,25.2759,20.8865,0.6518,0.6061,23.7740,75.1981,1.7861
1667327040,"2022-11-01 19:24:00",26.5872,0.7680,0.8760,33.2780,27.9843,0.5057,0.6340,25.2995,20.9417,0.6518,0.6061,23.7924,75.3739,1.7861
1667327639,"2022-11-01 19:33:59",26.6021,0.7680,0.8760,33.3124,27.9894,0.5057,0.6340,25.3247,20.9486,0.6519,0.6061,23.8164,75.4007,1.7861
1667328239,"2022-11-01 19:43:59",26.6104,0.7680,0.8760,33.3483,27.9894,0.5057,0.6340,25.3501,20.9486,0.6520,0.6061,23.8414,75.4088,1.7861
1667328840,"2022-11-01 19:54:00",26.6187,0.7680,0.8760,33.3843,27.9894,0.5058,0.6340,25.3753,20.9486,0.6522,0.6061,23.8665,75.4169,1.7861
1667329439,"2022-11-01 20:03:59",26.6271,0.7680,0.8760,33.4203,27.9894,0.5058,0.6340,25.4006,20.9486,0.6523,0.6061,23.8917,75.4251,1.7861
1667330039,"2022-11-01 20:13:59",26.6354,0.7680,0.8760,33.4562,28.1794,0.5058,0.6340,25.4276,20.9488,0.6524,0.6061,23.9174,75.6235,1.7861
1667330640,"2022-11-01 20:24:00",26.6437,0.7680,0.8760,33.4924,28.3924,0.5058,0.6340,25.4558,20.9489,0.6524,0.6061,23.9433,75.8450,1.7861
1667331239,"2022-11-01 20:33:59",26.6521,0.7680,0.8760,33.5285,28.5619,0.5058,0.6340,25.4841,20.9490,0.6524,0.6061,23.9691,76.0229,1.7861
1667331839,"2022-11-01 20:43:59",26.6604,0.7680,0.8760,33.5646,28.7047,0.5058,0.6340,25.5125,20.9491,0.6524,0.6061,23.9948,76.1741,1.7861
1667332440,"2022-11-01 20:54:00",26.6688,0.7680,0.8760,33.6005,28.8354,0.5058,0.6340,25.5408,20.9491,0.6524,0.6061,24.0204,76.3132,1.7861
